age,income,loan_amount,loan_tenure_months,avg_dpd_per_delinquency,delinquency_ratio,credit_utilization_ratio,num_open_accounts,residence_type,loan_purpose,loan_type,default
24,21460.39,8468.61,12,25.7,0.0305,0.3952,4,Rented,Home,Secured,0
55,24993.98,12589.83,18,28.3,0.0438,0.1413,7,Owned,Education,Unsecured,0
37,19381.57,10631.92,24,18.3,0.3056,0.215,5,Rented,Education,Secured,0
54,17992.44,1553.52,6,4.0,0.0398,0.3108,5,Rented,Personal,Unsecured,0
44,15516.54,19205.44,24,14.2,0.0333,0.3114,5,Mortgage,Education,Unsecured,0
52,25842.79,19996.72,48,8.8,0.0865,0.2572,1,Mortgage,Personal,Secured,0
21,3356.25,14561.98,18,3.8,0.3016,0.4067,1,Rented,Personal,Unsecured,0
28,8350.79,12628.81,48,26.5,0.1364,0.0862,7,Owned,Education,Unsecured,0
43,32613.87,7320.72,60,6.0,0.1075,0.4401,6,Rented,Personal,Unsecured,0
60,7960.33,9690.68,48,2.9,0.0041,0.1228,1,Owned,Personal,Secured,1
32,22248.29,17445.8,12,2.5,0.1687,0.1839,2,Mortgage,Personal,Unsecured,0
32,23894.32,14989.6,24,10.4,0.136,0.5744,1,Rented,Personal,Secured,0
35,3000.0,14276.41,12,10.5,0.0552,0.1876,4,Rented,Education,Unsecured,0
61,4125.62,14488.91,60,28.7,0.0694,0.1471,4,Mortgage,Education,Unsecured,1
39,28117.71,17312.46,18,1.2,0.0368,0.0344,2,Rented,Auto,Unsecured,0
46,10216.45,16562.45,36,2.1,0.0975,0.0153,1,Rented,Personal,Secured,0
49,10434.95,15447.03,12,2.4,0.0095,0.1784,1,Rented,Auto,Unsecured,0
42,13832.99,10258.76,48,4.9,0.1706,0.1182,7,Owned,Home,Unsecured,0
60,10236.14,20421.89,60,7.2,0.127,0.0679,3,Rented,Auto,Secured,0
41,22210.14,9575.41,48,6.2,0.0096,0.3014,3,Rented,Auto,Secured,0
58,8543.7,7656.2,24,25.4,0.0844,0.5028,7,Mortgage,Home,Unsecured,0
40,3000.0,9181.06,24,11.4,0.0347,0.197,4,Mortgage,Personal,Unsecured,0
49,27250.85,6043.9,18,16.3,0.1028,0.7952,5,Rented,Home,Secured,0
24,8936.71,14917.88,24,19.0,0.0917,0.1622,7,Rented,Personal,Unsecured,0
27,11983.85,11932.18,6,7.3,0.1377,0.314,6,Owned,Personal,Unsecured,1
48,24638.86,17643.25,12,9.7,0.2439,0.5837,7,Rented,Personal,Secured,0
48,18561.95,1000.0,60,3.8,0.1309,0.2644,4,Owned,Home,Unsecured,0
24,26898.73,13054.48,60,14.4,0.0608,0.1523,6,Owned,Personal,Secured,0
42,24761.14,10715.63,48,10.7,0.0279,0.2812,2,Owned,Education,Secured,0
32,14372.55,10271.98,6,7.6,0.2771,0.3693,1,Mortgage,Personal,Secured,0
23,26175.36,6796.64,18,2.7,0.1457,0.2189,7,Rented,Home,Secured,0
42,19342.19,12218.13,48,21.4,0.0094,0.1541,3,Rented,Personal,Unsecured,0
64,13212.9,8176.44,6,3.3,0.0709,0.1373,6,Mortgage,Auto,Secured,0
22,20323.21,19598.37,60,6.9,0.0347,0.484,4,Rented,Education,Secured,0
44,7524.3,15135.33,6,12.3,0.1865,0.3163,6,Rented,Personal,Unsecured,0
54,24670.78,16907.15,60,2.0,0.1,0.5576,7,Rented,Education,Unsecured,0
47,23632.95,3298.21,48,25.4,0.0452,0.2214,2,Owned,Personal,Unsecured,0
61,18962.87,16428.2,12,1.2,0.1212,0.2933,5,Owned,Education,Secured,0
21,3000.0,15956.91,12,13.9,0.0307,0.4846,7,Rented,Home,Secured,0
28,27235.24,9968.41,36,19.0,0.0527,0.073,4,Rented,Personal,Secured,0
43,21496.74,11067.81,6,10.2,0.4613,0.374,1,Rented,Home,Secured,0
58,17816.33,7086.24,12,0.9,0.0563,0.1637,1,Mortgage,Personal,Unsecured,0
26,16554.67,10462.19,60,0.6,0.0667,0.1958,3,Rented,Education,Unsecured,0
42,13706.25,14823.13,6,13.5,0.0064,0.1218,7,Mortgage,Education,Unsecured,0
45,15244.23,8653.29,6,11.8,0.1751,0.3703,2,Owned,Education,Unsecured,0
38,24153.73,12180.58,18,33.7,0.2041,0.3447,5,Rented,Auto,Unsecured,0
37,13866.19,24728.13,18,19.0,0.1504,0.5591,7,Rented,Education,Unsecured,0
32,15805.58,7106.01,48,0.8,0.0608,0.3697,7,Rented,Home,Unsecured,0
26,16979.25,13660.68,6,4.8,0.1608,0.6415,5,Rented,Auto,Unsecured,0
46,17198.42,6830.93,18,9.3,0.0475,0.4428,2,Rented,Auto,Unsecured,0
47,13057.5,4572.57,60,1.1,0.096,0.184,3,Rented,Education,Secured,0
28,16638.4,15996.47,48,2.7,0.0249,0.0873,1,Rented,Auto,Secured,0
39,20746.51,9965.64,12,1.6,0.0043,0.0773,5,Owned,Auto,Unsecured,0
62,10761.56,19996.89,6,9.2,0.0086,0.191,2,Rented,Personal,Unsecured,1
21,16675.44,14839.32,18,12.3,0.0278,0.3688,3,Owned,Personal,Secured,0
49,33447.87,8070.99,12,2.0,0.1644,0.1499,1,Rented,Home,Secured,0
55,17494.85,7615.22,6,19.7,0.2691,0.4535,2,Rented,Auto,Unsecured,0
60,10556.62,15603.04,48,3.4,0.162,0.3654,3,Owned,Personal,Unsecured,0
34,9620.71,6735.46,6,20.0,0.1448,0.3636,4,Owned,Education,Unsecured,0
55,7878.44,6595.22,18,10.8,0.0144,0.2348,7,Rented,Auto,Secured,0
40,31016.93,3403.97,12,11.9,0.1415,0.3767,7,Mortgage,Auto,Unsecured,1
33,26064.18,15116.94,6,4.4,0.1112,0.2084,7,Owned,Home,Unsecured,1
58,7683.0,7951.88,6,19.7,0.1063,0.0676,7,Owned,Personal,Unsecured,0
28,19709.65,13798.58,60,9.8,0.1843,0.0282,2,Rented,Personal,Unsecured,0
63,27798.69,5488.77,48,6.3,0.0508,0.2599,5,Rented,Auto,Unsecured,0
40,17676.26,3808.36,36,2.2,0.0858,0.0975,2,Rented,Auto,Secured,0
53,14067.09,15598.85,6,0.7,0.1251,0.5162,1,Rented,Education,Secured,0
46,35927.2,11207.43,36,32.7,0.048,0.3164,2,Rented,Auto,Unsecured,1
59,3000.0,8608.99,36,35.1,0.0397,0.117,7,Owned,Personal,Secured,0
41,39060.65,9567.73,12,7.9,0.2686,0.153,6,Rented,Home,Unsecured,0
62,18479.99,9585.55,24,5.4,0.1861,0.4916,1,Mortgage,Personal,Unsecured,0
63,28323.44,22171.34,48,17.0,0.1351,0.2717,3,Rented,Education,Secured,0
61,8395.09,13327.16,36,5.2,0.0509,0.7213,4,Rented,Personal,Unsecured,1
29,12195.33,12694.96,12,5.7,0.0664,0.5864,1,Rented,Personal,Unsecured,0
44,9360.35,8232.57,48,22.7,0.0908,0.1494,7,Mortgage,Auto,Unsecured,0
57,17191.75,15934.06,60,3.9,0.1493,0.5658,3,Owned,Education,Unsecured,1
61,20461.81,6238.5,18,3.1,0.0571,0.3645,3,Rented,Auto,Secured,0
37,26534.42,14593.42,36,28.7,0.0749,0.2661,4,Rented,Home,Secured,0
44,4308.36,14620.47,24,0.9,0.0541,0.1345,5,Mortgage,Personal,Unsecured,0
41,19255.07,17087.69,18,1.4,0.1764,0.2734,5,Owned,Home,Unsecured,0
59,25159.27,2157.44,48,6.6,0.0615,0.3939,2,Rented,Auto,Secured,0
61,26657.49,17636.22,36,35.2,0.1218,0.1094,5,Rented,Education,Unsecured,0
59,14475.85,13769.04,60,23.8,0.0558,0.416,2,Rented,Auto,Unsecured,0
33,14575.39,8228.42,36,16.0,0.1399,0.1732,1,Owned,Personal,Secured,0
31,17263.8,1203.95,24,11.3,0.0993,0.0427,7,Rented,Personal,Secured,0
39,19488.42,9968.79,6,8.5,0.0353,0.2619,6,Mortgage,Auto,Unsecured,0
31,28420.78,12934.14,24,8.8,0.0939,0.6577,6,Owned,Personal,Unsecured,0
33,8319.23,4399.25,60,9.7,0.0085,0.0703,6,Rented,Home,Unsecured,0
21,11709.97,7744.99,12,2.4,0.3,0.2775,6,Rented,Personal,Secured,0
60,7348.71,5682.7,12,0.2,0.2302,0.1552,1,Rented,Home,Secured,1
64,21422.03,9826.18,60,2.8,0.0899,0.0369,2,Rented,Personal,Secured,0
39,26810.95,6558.65,60,16.1,0.0089,0.4267,7,Owned,Education,Unsecured,0
32,6632.27,22851.28,60,0.3,0.0781,0.3288,4,Rented,Auto,Secured,0
28,18709.63,16318.43,24,14.4,0.229,0.2203,4,Rented,Personal,Unsecured,1
28,26232.03,6472.16,24,8.4,0.0902,0.1509,5,Rented,Home,Secured,0
32,24276.37,7200.31,24,9.4,0.0295,0.5929,7,Rented,Personal,Secured,0
53,24182.03,4595.5,24,1.5,0.0299,0.4271,1,Rented,Home,Secured,0
46,8481.0,11248.35,60,8.5,0.0353,0.178,1,Rented,Home,Unsecured,0
59,24155.48,20875.82,24,0.6,0.1266,0.4098,6,Owned,Home,Secured,0
48,16512.6,17986.76,36,15.9,0.1424,0.2036,4,Rented,Personal,Unsecured,1
25,26561.29,12990.13,48,15.0,0.0847,0.2765,7,Rented,Personal,Unsecured,0
28,21593.33,10529.09,48,12.6,0.0939,0.3874,3,Rented,Home,Unsecured,0
45,11475.99,14757.21,18,0.2,0.019,0.0654,4,Rented,Auto,Unsecured,0
47,20230.5,13399.08,12,1.7,0.023,0.2891,4,Owned,Personal,Unsecured,0
43,24548.13,14164.75,12,2.4,0.0759,0.2998,3,Rented,Education,Unsecured,0
50,13949.09,12986.86,48,7.2,0.1512,0.388,5,Owned,Home,Unsecured,0
43,19030.42,14224.05,60,16.9,0.1195,0.2468,2,Owned,Personal,Unsecured,0
40,7307.12,4896.99,60,1.9,0.2149,0.0874,5,Owned,Home,Unsecured,0
38,22392.26,11398.35,48,7.2,0.07,0.3345,6,Mortgage,Education,Unsecured,0
38,17549.89,13167.6,18,18.5,0.2387,0.5739,3,Owned,Home,Unsecured,0
22,25312.69,9824.73,24,4.7,0.1648,0.2052,7,Rented,Personal,Secured,0
24,22166.93,5761.19,48,6.1,0.1929,0.154,7,Rented,Auto,Unsecured,0
50,14742.61,12026.13,60,7.0,0.1943,0.1572,3,Owned,Personal,Unsecured,0
53,11229.05,32739.48,48,11.7,0.0629,0.4406,5,Rented,Personal,Unsecured,0
56,9388.8,7884.5,18,3.9,0.0644,0.1352,6,Rented,Home,Secured,0
38,13940.62,11288.7,24,5.6,0.1411,0.0766,7,Rented,Personal,Unsecured,1
57,25096.77,18306.93,12,13.8,0.1956,0.506,6,Rented,Personal,Secured,0
39,3949.86,20865.62,60,5.5,0.0851,0.1613,2,Owned,Home,Unsecured,0
48,9714.2,9083.55,60,10.9,0.0189,0.169,5,Rented,Education,Secured,0
60,24872.0,16823.08,48,3.2,0.0621,0.3583,1,Rented,Home,Secured,0
40,28631.62,15956.26,6,24.3,0.1547,0.2688,1,Owned,Education,Unsecured,0
53,10134.73,9468.36,12,16.3,0.354,0.1167,1,Rented,Auto,Unsecured,1
32,9625.53,15124.79,12,24.7,0.1849,0.4354,2,Rented,Auto,Secured,0
35,29257.28,11134.64,6,1.3,0.0924,0.2363,7,Rented,Personal,Secured,0
61,17011.24,8866.12,18,7.4,0.1619,0.2961,7,Owned,Home,Unsecured,0
59,10843.66,20595.33,36,1.0,0.0507,0.5121,2,Owned,Personal,Secured,1
22,26356.94,15246.66,24,0.3,0.2265,0.2016,3,Rented,Auto,Secured,0
49,22027.85,3591.0,24,18.8,0.011,0.3362,4,Rented,Auto,Unsecured,1
61,23893.23,11361.39,12,3.3,0.0385,0.4755,2,Mortgage,Personal,Unsecured,0
30,11260.48,9402.56,6,10.6,0.0794,0.4696,6,Mortgage,Home,Unsecured,0
22,20998.6,10946.76,60,10.1,0.1955,0.1684,4,Owned,Auto,Unsecured,0
31,27970.29,14579.78,12,21.0,0.1072,0.2776,7,Owned,Home,Unsecured,0
33,23126.35,13467.03,12,5.7,0.0181,0.3754,1,Owned,Education,Secured,0
30,25358.96,19170.38,60,40.6,0.167,0.1303,1,Rented,Education,Secured,1
34,29225.14,18109.25,60,4.9,0.2836,0.1921,4,Rented,Auto,Unsecured,0
38,21421.36,5930.51,48,27.7,0.0224,0.2111,7,Owned,Home,Unsecured,0
29,13479.03,11508.43,18,51.2,0.042,0.1254,5,Rented,Auto,Secured,0
59,25016.89,2266.06,24,0.4,0.3976,0.3976,3,Rented,Home,Secured,0
48,9154.36,7016.56,36,6.6,0.1253,0.271,3,Rented,Personal,Unsecured,0
23,16221.44,1522.07,6,2.5,0.0786,0.0562,7,Rented,Home,Unsecured,0
40,22704.63,4160.02,36,6.6,0.0407,0.2909,5,Rented,Personal,Secured,0
26,3000.0,19000.52,6,12.0,0.1566,0.367,6,Owned,Personal,Secured,0
47,20019.71,15763.54,24,0.4,0.0128,0.4464,4,Rented,Education,Unsecured,0
22,20397.01,15085.3,18,16.2,0.2173,0.2931,4,Rented,Auto,Secured,0
49,8912.52,17876.69,36,1.7,0.0463,0.3189,2,Owned,Auto,Secured,0
58,20606.88,15063.53,6,6.3,0.2025,0.3405,1,Owned,Personal,Secured,0
23,19519.59,11576.13,12,6.5,0.0173,0.5684,1,Rented,Home,Secured,0
36,18271.77,9053.3,60,7.6,0.109,0.1811,4,Owned,Auto,Unsecured,0
50,27515.47,20478.24,24,0.4,0.0488,0.2275,2,Rented,Auto,Unsecured,0
60,25031.27,18531.93,18,5.4,0.1025,0.4617,6,Owned,Auto,Unsecured,0
22,23119.86,10902.69,60,1.7,0.0552,0.4167,6,Rented,Home,Unsecured,0
37,9806.23,15819.32,48,3.9,0.0517,0.0481,2,Rented,Education,Unsecured,0
61,17861.27,1000.0,12,0.7,0.0402,0.1662,3,Owned,Auto,Secured,0
32,27475.48,16071.16,18,7.1,0.1637,0.0625,3,Rented,Personal,Secured,0
55,16282.71,9496.05,6,5.7,0.0233,0.6185,4,Rented,Personal,Unsecured,0
63,30434.1,25562.43,12,6.4,0.0085,0.5908,6,Owned,Auto,Secured,0
21,23353.55,17753.11,48,8.8,0.0856,0.1886,3,Rented,Personal,Secured,0
35,31676.48,2136.58,48,1.6,0.1573,0.2999,2,Owned,Personal,Secured,0
46,9461.34,8443.5,18,65.6,0.0319,0.3924,5,Owned,Personal,Secured,0
57,16762.74,12302.9,24,15.8,0.1002,0.2438,7,Rented,Personal,Unsecured,0
41,17518.95,11787.81,36,4.6,0.164,0.1116,7,Owned,Personal,Unsecured,0
51,22849.39,11561.97,48,12.5,0.0264,0.5337,1,Owned,Personal,Unsecured,0
45,12091.22,16923.66,48,4.5,0.3051,0.0384,4,Rented,Personal,Secured,0
43,5139.14,9296.11,60,26.5,0.0189,0.1729,6,Owned,Auto,Unsecured,1
44,21025.58,11638.34,36,29.5,0.0233,0.3562,3,Owned,Personal,Secured,0
58,15068.21,19630.36,12,60.1,0.0763,0.7962,7,Rented,Home,Secured,0
48,14234.42,19711.1,24,2.9,0.0929,0.1238,3,Owned,Home,Unsecured,0
41,12457.53,16888.69,24,1.4,0.1553,0.5711,2,Owned,Education,Secured,0
63,18991.11,10251.36,60,3.4,0.0002,0.3183,3,Rented,Personal,Secured,0
38,9385.14,8463.38,18,2.9,0.2382,0.0511,1,Rented,Personal,Unsecured,0
56,16446.43,11793.53,12,6.8,0.1598,0.4264,4,Mortgage,Personal,Unsecured,0
55,11370.3,12142.26,60,0.4,0.0534,0.0582,3,Rented,Auto,Unsecured,0
29,13126.58,11823.36,24,7.7,0.015,0.1416,5,Rented,Education,Secured,0
58,20830.48,14781.48,18,1.6,0.0193,0.1742,5,Owned,Personal,Secured,0
50,23211.28,13803.33,24,2.2,0.0131,0.2921,6,Mortgage,Auto,Unsecured,0
64,15551.16,13594.54,12,0.3,0.1274,0.4469,6,Rented,Personal,Unsecured,0
54,25742.64,9666.28,24,13.0,0.0668,0.0347,7,Owned,Personal,Unsecured,0
52,10218.29,6005.31,60,1.5,0.2361,0.3943,4,Rented,Home,Unsecured,0
23,5840.81,15473.21,24,8.9,0.0678,0.197,5,Rented,Home,Unsecured,0
23,7309.4,12303.46,24,21.4,0.0418,0.1123,5,Mortgage,Education,Unsecured,1
48,9396.75,14044.05,36,3.3,0.1484,0.1584,6,Owned,Personal,Unsecured,0
64,7496.85,14183.61,6,0.4,0.0962,0.3658,7,Rented,Education,Unsecured,0
35,34169.23,1865.93,12,6.4,0.0318,0.4429,3,Rented,Home,Secured,0
61,5598.23,20607.56,36,4.9,0.0718,0.5288,5,Rented,Personal,Unsecured,0
43,25499.43,9174.49,6,6.2,0.1332,0.2147,7,Rented,Education,Secured,0
60,17798.97,18869.72,48,0.5,0.0056,0.0999,3,Rented,Auto,Unsecured,0
31,19796.8,14123.28,24,4.7,0.1053,0.1869,1,Rented,Personal,Secured,0
52,10754.16,6607.15,24,0.6,0.032,0.2885,2,Rented,Home,Secured,0
56,20603.62,8461.81,60,25.7,0.0681,0.3673,7,Mortgage,Education,Secured,0
53,10688.65,8554.39,36,6.7,0.1901,0.3135,6,Rented,Education,Unsecured,0
44,25382.13,8841.95,18,29.8,0.2096,0.0842,3,Rented,Personal,Unsecured,0
59,26044.11,3153.22,12,1.2,0.1257,0.294,2,Rented,Home,Unsecured,0
54,16921.1,8007.69,6,4.6,0.0992,0.1296,3,Owned,Education,Unsecured,0
48,17445.09,16836.91,24,6.4,0.0314,0.4728,7,Rented,Personal,Secured,0
57,21461.79,17348.78,12,46.0,0.5975,0.1525,3,Owned,Home,Unsecured,0
27,21052.88,8618.71,24,1.4,0.1045,0.2598,7,Mortgage,Home,Unsecured,0
24,26193.17,2635.66,24,13.4,0.0048,0.2393,4,Mortgage,Education,Unsecured,0
57,25966.77,15154.59,24,29.8,0.1099,0.0766,3,Rented,Education,Secured,0
21,17769.27,6606.31,60,7.5,0.0105,0.3593,5,Mortgage,Personal,Unsecured,0
21,14182.2,6996.53,12,28.8,0.0213,0.0578,7,Rented,Personal,Unsecured,0
40,24492.96,10585.83,36,2.6,0.1344,0.2837,5,Owned,Education,Unsecured,0
39,16749.71,10117.66,12,3.4,0.131,0.5075,3,Rented,Education,Unsecured,1
49,18909.95,8051.23,12,0.4,0.0069,0.1966,6,Rented,Personal,Unsecured,0
30,22242.53,8503.02,48,9.4,0.0858,0.4287,6,Rented,Home,Secured,0
38,25804.46,9490.3,18,8.5,0.0376,0.4173,6,Owned,Education,Unsecured,0
48,20086.79,8430.06,60,10.6,0.1682,0.3753,1,Rented,Personal,Secured,0
55,13302.42,8744.57,18,20.8,0.0181,0.4075,5,Owned,Personal,Secured,0
63,32376.08,10471.35,60,8.6,0.0967,0.0908,2,Owned,Home,Unsecured,0
51,30242.73,13766.79,36,1.9,0.0249,0.1232,1,Rented,Education,Unsecured,0
47,9855.97,13245.26,18,0.3,0.0588,0.1153,2,Mortgage,Education,Secured,0
31,10705.83,9289.15,60,0.6,0.1986,0.3942,7,Rented,Personal,Unsecured,0
58,11711.89,10416.53,36,9.9,0.1747,0.1206,3,Rented,Auto,Secured,0
25,24788.41,18721.75,60,12.2,0.1639,0.4321,3,Rented,Personal,Unsecured,0
28,32681.15,16933.17,24,3.6,0.0109,0.1495,3,Owned,Home,Unsecured,0
54,13949.81,14741.09,24,15.2,0.145,0.0884,5,Mortgage,Home,Unsecured,0
32,19354.15,3143.34,12,4.0,0.0052,0.2479,6,Owned,Personal,Secured,0
58,11979.15,12535.25,24,10.6,0.0337,0.2106,1,Rented,Home,Secured,0
21,31601.54,8622.64,18,23.8,0.0297,0.6053,2,Mortgage,Personal,Secured,0
51,24598.63,7217.44,6,2.2,0.0249,0.426,7,Rented,Home,Secured,0
24,11402.92,10201.56,12,18.1,0.0567,0.3886,4,Rented,Home,Secured,0
25,3000.0,17235.38,36,0.1,0.005,0.0993,6,Rented,Education,Unsecured,1
50,26300.7,16441.39,24,15.3,0.041,0.3113,1,Mortgage,Auto,Secured,0
44,13420.12,8902.43,12,2.9,0.1182,0.1464,2,Rented,Personal,Secured,0
23,24741.86,12423.1,12,0.1,0.0562,0.2588,7,Owned,Auto,Unsecured,1
31,20349.52,9892.2,12,0.1,0.0667,0.524,4,Rented,Auto,Unsecured,0
24,3325.63,10799.67,24,6.0,0.1302,0.2759,1,Owned,Personal,Secured,0
46,11545.79,16987.78,36,1.2,0.1557,0.5961,1,Rented,Auto,Unsecured,0
47,15166.84,11684.23,12,7.0,0.0424,0.1288,6,Mortgage,Home,Unsecured,0
63,12593.68,3214.07,12,16.8,0.0479,0.5177,3,Rented,Auto,Unsecured,0
47,18929.35,12693.45,12,9.8,0.1594,0.2174,6,Rented,Auto,Unsecured,0
62,21211.05,21081.84,48,15.1,0.017,0.3698,1,Rented,Auto,Unsecured,1
26,32314.88,8500.01,24,7.5,0.0724,0.2861,6,Owned,Home,Unsecured,1
35,21777.71,19742.71,48,10.7,0.0633,0.3227,6,Rented,Home,Unsecured,1
50,29928.81,15087.32,18,9.7,0.0781,0.0635,7,Rented,Home,Unsecured,0
62,14185.47,17881.3,36,1.9,0.0504,0.2299,6,Rented,Personal,Unsecured,0
57,27321.71,16377.21,12,5.0,0.0237,0.0545,7,Rented,Personal,Secured,0
57,14950.42,12888.97,48,11.9,0.1393,0.2837,2,Owned,Home,Secured,0
62,10663.87,8933.78,12,12.1,0.0475,0.1449,3,Mortgage,Education,Unsecured,0
57,10325.79,12878.37,48,2.2,0.0104,0.1399,1,Mortgage,Education,Secured,0
55,3000.0,13165.91,12,8.2,0.0948,0.2599,7,Owned,Auto,Secured,0
43,24832.66,16857.8,60,1.0,0.2854,0.0936,3,Rented,Personal,Secured,0
26,7678.44,1000.0,24,14.2,0.0001,0.105,4,Owned,Education,Unsecured,0
24,29265.16,4850.65,18,12.9,0.1658,0.3077,2,Owned,Education,Secured,0
38,16606.24,13181.52,12,14.7,0.2651,0.3998,4,Rented,Personal,Secured,0
29,5561.08,13663.65,48,1.3,0.1817,0.1568,2,Rented,Personal,Unsecured,0
49,9058.16,7663.87,12,3.8,0.0965,0.2928,5,Rented,Personal,Unsecured,0
33,19525.08,13786.39,24,3.7,0.0413,0.1848,4,Mortgage,Auto,Secured,0
37,3000.0,15391.78,36,1.8,0.3383,0.2914,7,Rented,Auto,Secured,1
52,22719.56,11026.46,36,0.4,0.1228,0.1323,5,Mortgage,Education,Unsecured,0
42,5869.34,19147.78,18,11.5,0.0503,0.4749,6,Rented,Home,Secured,0
24,12088.19,20082.22,60,9.0,0.0677,0.0105,3,Rented,Personal,Unsecured,0
25,19589.76,12608.92,36,4.9,0.2333,0.5015,4,Rented,Auto,Unsecured,0
57,21740.89,16204.36,12,4.5,0.0907,0.3383,1,Rented,Personal,Unsecured,0
61,24381.76,3518.19,24,3.5,0.0037,0.1101,6,Mortgage,Home,Unsecured,0
33,7547.63,17366.86,60,1.2,0.1102,0.0331,2,Owned,Personal,Unsecured,0
54,15532.38,19329.93,12,3.6,0.1334,0.4613,1,Rented,Auto,Unsecured,0
42,26744.0,6922.98,12,8.5,0.0335,0.3667,7,Owned,Personal,Unsecured,0
43,15534.3,15083.61,18,0.2,0.2775,0.2855,1,Rented,Personal,Unsecured,0
23,20354.2,2632.25,36,1.7,0.297,0.1735,6,Mortgage,Education,Unsecured,0
62,19299.51,8066.14,36,6.3,0.07,0.5598,3,Rented,Personal,Unsecured,0
54,28409.9,9398.39,36,2.1,0.1505,0.1004,3,Owned,Auto,Secured,0
52,14272.73,4626.23,48,2.0,0.1481,0.5244,1,Owned,Personal,Secured,0
41,6880.41,10810.05,12,4.3,0.1206,0.4797,6,Mortgage,Auto,Secured,0
64,10257.02,10480.19,24,4.7,0.0201,0.2353,1,Owned,Education,Unsecured,1
41,19510.75,15083.88,24,2.9,0.0485,0.0716,1,Mortgage,Home,Secured,0
64,5443.67,4430.51,12,1.4,0.0316,0.1753,2,Rented,Auto,Unsecured,0
31,13644.69,15116.71,6,7.3,0.0342,0.4093,3,Owned,Home,Unsecured,0
59,18603.33,8054.16,12,8.4,0.0021,0.3694,4,Rented,Home,Unsecured,0
24,11867.26,5607.44,60,4.1,0.1733,0.4977,3,Owned,Personal,Secured,0
21,20614.83,11018.04,48,20.0,0.0261,0.4691,1,Rented,Personal,Unsecured,0
48,23795.29,15763.72,60,19.4,0.0885,0.2851,7,Rented,Education,Unsecured,0
44,21639.27,9578.95,36,38.2,0.0188,0.3532,4,Owned,Personal,Secured,0
55,5619.96,14569.53,12,7.6,0.1734,0.3319,6,Rented,Personal,Unsecured,0
33,18633.46,13394.53,48,11.0,0.0322,0.1537,7,Rented,Home,Unsecured,1
54,19259.54,27673.33,6,37.8,0.0578,0.2881,6,Rented,Education,Secured,0
31,14952.56,10437.07,12,20.7,0.053,0.176,4,Owned,Personal,Secured,0
56,20506.49,11167.55,60,15.6,0.0943,0.2257,4,Rented,Education,Secured,0
37,20219.4,17539.61,36,18.6,0.0445,0.5624,3,Mortgage,Personal,Unsecured,1
55,17273.0,11741.44,18,9.5,0.0574,0.4618,1,Rented,Education,Unsecured,0
38,9965.83,13254.93,24,21.4,0.1506,0.4058,6,Rented,Education,Secured,0
60,17787.03,3216.77,6,20.8,0.0438,0.2778,6,Rented,Personal,Unsecured,0
42,32935.45,11390.42,18,9.0,0.14,0.4544,6,Mortgage,Education,Unsecured,1
44,14861.54,8474.51,24,4.3,0.0002,0.0865,7,Rented,Education,Unsecured,0
39,26378.44,9602.46,18,6.8,0.0974,0.0901,1,Rented,Auto,Unsecured,0
57,18310.86,13282.69,60,0.0,0.0277,0.3047,7,Owned,Home,Unsecured,0
59,11594.17,11725.45,12,34.5,0.0589,0.3266,5,Owned,Personal,Secured,1
41,15627.23,15860.81,12,4.0,0.2558,0.0295,2,Owned,Auto,Secured,0
28,17865.04,16769.92,24,7.4,0.194,0.1063,3,Rented,Education,Unsecured,0
48,23241.69,11114.0,24,18.1,0.1465,0.5895,6,Owned,Personal,Secured,0
25,37040.36,13497.4,12,1.9,0.1123,0.1812,7,Mortgage,Auto,Secured,0
37,18437.32,1831.64,12,23.6,0.0342,0.2399,5,Owned,Auto,Unsecured,0
57,8153.13,13572.9,48,1.9,0.0547,0.0478,5,Rented,Personal,Unsecured,0
56,4763.38,17265.06,24,1.2,0.0499,0.1086,6,Rented,Personal,Secured,0
39,14625.72,7451.24,24,12.5,0.1204,0.66,5,Mortgage,Home,Unsecured,1
47,8975.3,15777.55,60,5.2,0.0723,0.3033,7,Mortgage,Auto,Secured,0
54,22463.25,9740.13,48,4.4,0.2399,0.0826,3,Rented,Personal,Unsecured,0
31,22522.05,9116.57,24,6.0,0.1646,0.1013,2,Rented,Home,Unsecured,0
32,16832.2,19120.94,60,5.6,0.0159,0.2695,4,Owned,Education,Unsecured,0
41,23259.09,11835.53,36,0.7,0.0043,0.1216,2,Mortgage,Personal,Unsecured,0
31,18518.07,16334.08,60,0.4,0.1261,0.4416,2,Rented,Home,Secured,0
59,32940.59,2236.91,48,5.4,0.2846,0.5383,6,Rented,Personal,Unsecured,0
48,23009.0,8950.82,36,1.0,0.1221,0.5106,7,Rented,Home,Secured,0
25,25164.94,15557.98,12,2.6,0.1414,0.3982,6,Owned,Home,Unsecured,0
37,6414.98,12622.05,36,19.2,0.0599,0.1269,1,Owned,Personal,Secured,0
40,8630.12,11080.67,60,3.0,0.131,0.0436,5,Owned,Auto,Secured,0
61,21830.71,15019.89,6,25.6,0.0056,0.2908,5,Rented,Personal,Secured,0
32,5606.21,7843.22,12,5.8,0.0156,0.2419,4,Rented,Education,Unsecured,0
26,13004.19,18086.2,6,8.8,0.0087,0.4321,1,Rented,Education,Secured,0
37,27435.3,10937.1,18,2.6,0.0198,0.3263,4,Mortgage,Personal,Unsecured,0
39,12833.15,7921.3,6,0.2,0.0926,0.6649,6,Rented,Personal,Unsecured,0
